label,text,char_count,word_count,clean_text,target
ham,Shuhui has bought ron's present it's a swatch watch...,54,9,shuhui bought ron present swatch watch,0
ham,"Sorry, I can't help you on this.",32,7,sorry cant help,0
ham,Its not that time of the month nor mid of the time?,51,12,time month mid time,0
ham,You still around? Looking to pick up later,42,8,still around looking pick later,0
ham,Ha ha ha good joke. Girls are situation seekers.,48,9,ha ha ha good joke girl situation seeker,0
ham,You best watch what you say cause I get drunk as a motherfucker,63,13,best watch say cause get drunk motherfucker,0
ham,I absolutely LOVE South Park! I only recently started watching the office.,74,12,absolutely love south park recently started watching office,0
ham,U're welcome... Caught u using broken english again...,54,8,ure welcome caught u using broken english,0
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",153,26,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,0
ham,What is your record for one night? :),37,8,record one night,0
ham,You are right. Meanwhile how's project twins comin up,53,9,right meanwhile hows project twin comin,0
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,189,41,yeah got v apologetic n fallen actin like spoilt child got caught till wont go badly cheer,0
ham,S.this will increase the chance of winning.,43,7,sthis increase chance winning,0
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,228,49,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face,0
ham,Yeah whatever lol,17,3,yeah whatever lol,0
ham,I'm reaching home in 5 min.,27,6,im reaching home min,0
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",139,29,ya im referin mei ex wat ah waitin u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards,0
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,65,16,sary need tim bollox hurt lot tol,0
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,73,17,master buy bb co sale hows bf,0
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",66,12,man carlos definitely coming mu tonight excuse,0
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,88,20,hi darlin im helen fone im gon na b prince nite please come tb love kate,0
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",76,15,sister law hope great month saying hey abiola,0
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,29,tried contact reply offer video phone anytime network min half price line rental camcorder reply call,1
ham,No. Thank you. You've been wonderful,36,6,thank youve wonderful,0
ham,"K I'll head out in a few mins, see you there",44,11,k ill head min see,0
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",125,22,free ringtone waiting collected simply text password mix verify get usher britney fml,1
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",141,25,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,74,18,aiyar hard type u later free tell call n scold n tell u,0
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",86,18,yeah fact asked needed anything like hour ago much,0
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",169,30,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday,0
ham,ÌÏ predict wat time Ì_'ll finish buying?,40,7,ìï predict wat time ìll finish buying,0
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",77,16,hoping get away langport still town tonight,0
ham,Aight ill get on fb in a couple minutes,39,9,aight ill get fb couple minute,0
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",72,16,yeah ill leave couple minute amp let know get mu,0
ham,No probs hon! How u doinat the mo?,34,8,probs hon u doinat mo,0
ham,"K, I'll work something out",26,5,k ill work something,0
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,193,32,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,0
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,85,16,aint answerin phone actually pretty reasonable hour im sleepy,0
ham,Now got tv 2 watch meh? U no work today?,40,10,got tv watch meh u work today,0
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",159,26,urgent mobile xxxxxxxxx å£ bonus caller prize nd attempt reach call asap box n qp ppm,1
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",161,22,urgent ur awarded complimentary trip eurodisinc trav acoentry å£ claim txt dis å£ morefrmmob shracomorsglsuplt l aj,1
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,28,want anytime network min text new video phone five pound per week call reply delivery tomorrow,1
ham,Good. No swimsuit allowed :),28,5,good swimsuit allowed,0
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,153,23,msg mobile content order resent previous attempt failed due network error query customersqueriesnetvisionukcom,1
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,94,19,suck got planned yo valentine yo valentine arent,0
ham,So Ì_'ll be submitting da project tmr rite?,43,8,ìll submitting da project tmr rite,0
ham,I've been trying to reach him without success,45,8,ive trying reach without success,0
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",111,20,go jurong point crazy available bugis n great world la e buffet cine got amore wat,0
ham,Yeah get the unlimited,22,4,yeah get unlimited,0
ham,Kothi print out marandratha.,28,4,kothi print marandratha,0
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,42,good afternoon glorious anniversary day sweet j hope find happy content prey think send teasing kiss across sea coaxing image fond souveniers cougarpen,0
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,31,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,0
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",151,30,honey pls find much sell predicte nigeria many time used important reply monday,0
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,112,22,everything weather keep extra warm cold nothing serious pls lot vitamin c,0
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,80,15,usually take fifteen fucking minute respond yes question,0
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",61,11,actually nvm got hella cash still ltgt ish,0
ham,I'm ok. Will do my part tomorrow,32,7,im ok part tomorrow,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,137,22,urgent mobile number awarded å£ prize guaranteed call land line claim valid hr,1
ham,Ok lor but not too early. Me still having project meeting now.,62,12,ok lor early still project meeting,0
ham,No. But we'll do medical missions to nigeria,44,8,well medical mission nigeria,0
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",120,24,hey tell blake address carlos wanted meet got lost he answering phone,0
ham,I'm always looking for an excuse to be in the city.,51,11,im always looking excuse city,0
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",90,17,yo carlos friend already asking working weekend,0
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,57,13,oh yeah forgot u take shopping,0
ham,I will come tomorrow di,23,5,come tomorrow di,0
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,155,26,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update stoptxt,1
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,25,day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop,1
ham,o turns out i had stereo love on mi phone under the unknown album.,66,14,turn stereo love mi phone unknown album,0
ham,at bruce b downs &amp; fletcher now,35,7,bruce b down amp fletcher,0
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,88,21,eh ur laptop got stock lei say mon muz come take look c got,0
ham,I'm working technical support :)voice process.,46,6,im working technical support voice process,0
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,126,25,hey mate spoke mag people weû÷re deliver end month deliver th sept talk later,0
ham,You call times job today ok umma and ask them to speed up,57,13,call time job today ok umma ask speed,0
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But,81,14,painful word thought happy toughest thing earth,0
ham,If you have belive me. Come to my home.,39,9,belive come home,0
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",103,23,came look flat seems ok away alot wiv work got woman coming,0
